Case Number,Date,Year,Type,Country,Activity,Sex ,Age,Injury,Fatal (Y/N),Time,Species ,original order
1982.07.19,19-Jul-82,1982,Unprovoked,USA,Swimming,M,17,Left ankle bitten,N,Late afternoon,0.9 m to 1.2 m [3' to 4'] shark,3244
1982.07.11, 11-Jul-1982,1982,Invalid,USA,Swimming,M,43,Laceration to left thigh,N,,"Reported as a shark attack, the story was a hoax",3243
1982.07.01,01-Jul-82,1982,Unprovoked,USA,Swimming,F,19,Laceration to left leg,N,14h30,,3242
1982.07.00,Jul-82,1982,Unprovoked,NEW CALEDONIA,,,,Left arm bitten,N,,,3241
1982.06.29,29-Jun-82,1982,Unprovoked,SOUTH AFRICA,Surfing,M,27,FATAL,Y,09h30,"2.4 m [8'] white shark, species identity confirmed by witnesses & tooth pattern in surfboard",3240
1982.06.26.b,26-Jun-82,1982,Unprovoked,USA,Swimming,M,20,Left arm bitten,N,16h30,5' shark,3239
1982.06.26.a,26-Jun-82,1982,Unprovoked,BAHAMAS,Spearfishing ,M,19,Arm severed at elbow,N,,"Lemon shark, 2 m [6'9""]",3238
1982.06.25,  25-Jun-1982,1982,Unprovoked,USA,,F,8,Foot bitten,N,11h00,,3237
1982.06.13,13-Jun-82,1982,Unprovoked,USA,"Sailboarding, fell into water 100 yards outside the breakwater",M,,Thigh bitten 3 times,N,,"1.2 m to 1.5 m [4' to 5'] ""reef shark""",3236
1982.05.00,May-82,1982,Invalid,USA,,F,Ca. 33,Human remains recovered,Y,,Tiger shark,3235
1982.03.10,10-Mar-82,1982,Unprovoked,USA,Surfing,M,16,Elbow bitten,N,14h00,,3234
1982.03.07,07-Mar-82,1982,Unprovoked,AUSTRALIA,Surfing,M,20,Legs bitten  FATAL,Y,12h00,,3233
1982.03.00,Mar-82,1982,Unprovoked,NEW CALEDONIA,Spearfishing,,,Arm bitten,N,,,3232
1982.02.28,28-Feb-82,1982,Unprovoked,AUSTRALIA,Spearfishing,M,32,"FATAL, body not recovered",Y,,5.5 m [18''] white shark,3231
1982.02.27,27-Feb-82,1982,Unprovoked,USA,Surfing,M,18,Lacerations to left hand and forearm,N,,4' to 5' shark,3230
1982.02.17,17-Feb-82,1982,Provoked,SOUTH AFRICA,Fishing,M,,Leg bitten above ankle by hooked shark taken aboard skiboat PROVOKED INCIDENT,N,,,3229
1982.02.14.b,14-Feb-82,1982,Unprovoked,USA,Wading,F,,Left leg bitten,N,,,3228
1982.02.14.a,14-Feb-82,1982,Unprovoked,USA,Swimming,F,,Right foot bitten,N,,,3227
1982.02.13,13-Feb-82,1982,Unprovoked,USA,Swimming,F,75,Shark-bitten body found floating 1.5 miles offshore. Bruises suggested she may have been bitten by the shark before drowning,Y,Prior to 10h37,,3226
1982.02.07.a,07-Feb-82,1982,Unprovoked,USA,Scuba diving (submerged),M,,Calf & ankle bitten,N,11h00,5 m [16.5'] white shark,3225
1982.02.07..b,07-Feb-82,1982,Unprovoked,USA,Diving,M,29,"FATAL Disappeared while diving, bathing suit & diving gear recovered bore marks of shark's teeth",Y,,,3224
1982.01.29,29-Jan-82,1982,Unprovoked,SOUTH AFRICA,Swimming,M,20,Right shin & toe lacerated,N,16h30,Raggedtooth shark,3223
1982.00.00.c,1982,1982,Boat,ITALY,Boat,M,,No details,UNKNOWN,,6 m [20'] white shark,3222
1982.00.00.b,1982,1982,Boat,ITALY,Fishing on a boat,M,,No injury,N,,White shark,3221
1982.00.00.a,1982,1982,Unprovoked,TUNISIA,Spearfishing,,,No details,UNKNOWN,,,3220
1981.12.19,19-Dec-81,1981,Unprovoked,USA,Surfing,M,24,"FATAL, torso bitten ",Y,Evening,7 m [23'] white shark,3219
1981.12.13.b,13-Dec-81,1981,Unprovoked,AUSTRALIA,,,,Abdomen lacerated,N,,,3218
1981.12.13.a,13-Dec-81,1981,Unprovoked,USA,"Spearfishing, but swimming on surface",M,,Right leg severely bitten,N,,"Tiger shark, 3.7 m [12']",3217
1981.11.30,30-Nov-81,1981,Unprovoked,REUNION,Spearfishing,M,,Survived,N,Late afternoon,,3216
1981.10.19.b,19-Oct-81,1981,Provoked,SOUTH AFRICA,Inspecting teeth of supposedly dead (hooked & shot) shark,M,,Hand lacerated  PROVOKED INCIDENT,N,,"3.5 m [11.5'], 510-kg [1125-lb] hooked & shot white shark",3215
1981.11.09,09-Nov-81,1981,Unprovoked,USA,Diving to untangle a crab trap line from boat's propeller,M,59,Hand bitten,N,,"2.1 m [7'] shark with ""a very flat head” that had followed the boat for 3 days",3214
1981.10.19.a,19-Oct-81,1981,Unprovoked,USA,Swimming,M,19,Hand & forearm bitten,N,11h30,1.8 m to 2.4 m [6' to 8'] shark,3213
1981.10.17,17-Oct-81,1981,Unprovoked,USA,Surfing,M,,No details,UNKNOWN,09h45,,3212
1981.10.16,16-Oct-81,1981,Unprovoked,USA,Surfing,M,17,Puncture wounds to left foot,N,,,3211
1981.10.01,01-Oct-81,1981,Unprovoked,USA,Surfing,M,24,Laceration to right leg,N,,6' shark,3210
1981.09.28,28-Sep-81,1981,Unprovoked,USA,Surfing,M,28,5 puncture marks to hip,N,18h00,,3209
1981.09.27,27-Sep-81,1981,Unprovoked,USA,Surfing,,,Lacerations to right hand,N,,,3208
1981.09.15,15-Sep-81,1981,Unprovoked,USA,Swimming,M,26,"FATAL, right calf bitten  ",Y,P.M.,Said to involve a tiger shark or a hammerhead shark,3207
1981.09.03.b,03-Sep-81,1981,Unprovoked,USA,Surfing,M,25,Lacerations to 2 fingers of left hand,N,12h00,,3206
1981.09.03.a,03-Sep-81,1981,Unprovoked,USA,Surfing,M,24,Laceration to foot,N,Morning,,3205
1981.08.29,29-Aug-81,1981,Unprovoked,USA,Surfing,M,15,Laceration to left ankle,N,,6' shark,3204
1981.08.24.b,24-Aug-81,1981,Provoked,USA,Spearfishing,M,19,"Shot shark, then it bit him. Puncture wounds on leg  PROVOKED INCIDENT",N,,"1.8 m [6'] shark, species identity questionable",3203
1981.08.24.a,24-Aug-81,1981,Invalid,USA,Fishing,M,,Disappeared while fishing from shore. Leg found 7 days later wedged in rocks 150 yards offshore,Y,,Shark involvement prior to death remains unconfirmed,3202
1981.08.10.b,10-Aug-81,1981,Unprovoked,USA,Diving,M,,Bite to face,N,,small nurse shark,3201
1981.08.10.a,10-Aug-81,1981,Unprovoked,USA,"16' catamaran capsized previous night, occupants stayed with wreckage until morning, then attempted to swim ashore",F,19,FATAL,Y,Daybreak,,3200
1981.08.07,07-Aug-81,1981,Unprovoked,BAHAMAS,Snorkeling on surface,M,53,Upper right arm bitten,N,12h00,Mako shark (tooth fragments recovered),3199
1981.07.20,20-Jul-81,1981,Unprovoked,USA,Swimming,F,16,"Foot bitten between arch & big toe, no stitches required",N,,"""sandshark""",3198
1981.07.18,18-Jul-81,1981,Unprovoked,SOUTH AFRICA,Surfing,M,32,7 lacerations to right foot,N,10h15,Possibly a  1.8 m [6'] Zambezi shark,3197
1981.07.07,07-Jul-81,1981,Unprovoked,USA,Spearfishing,M,,Left foot & ankle lacerated,N,18h10,2.4 m [8'] shark,3196
1981.07.01,01-Jul-81,1981,Unprovoked,SOUTH AFRICA,Catching sardines,M,,Laceration to calf,N,,"""gray shark""",3195
1981.06.15.R,Reported 15-Jun-1981,1981,Boat,ENGLAND,Fishing,M,,Minor injuries from shark that leapt aboard their boat,N,,"13', 400-lb thresher shark",3194
1981.06.12,12-Jun-81,1981,Invalid,USA,,M,,"Probable drowning, 1/3 of shark-multilated body recovered",Y,,1.2 m [4'] shark hindered recovery of body,3193
1981.05.24,24-May-81,1981,Unprovoked,USA,"Scuba diving, reportedly also spearfishing",M,,"FATAL, disappeared, dive gear & shredded tooth-marked wetsuit were recovered",Y,,,3192
1981.05.23,23-May-81,1981,Unprovoked,SOUTH KOREA,Shell diving,F,27,FATAL,Y,12h30,6 m  white shark,3191
1981.05.20,20-May-81,1981,Unprovoked,SOUTH AFRICA,Surfing,M,27,"Shark & board collided. No injury, but board was dented",N,08h30,Raggedtooth shark,3190
1981.05.19,19-May-81,1981,Unprovoked,USA,Free diving,M,32,Massive tissue damage of left arm,N,,,3189
1981.05.16,16-May-81,1981,Unprovoked,USA,Diving,M,,Left arm bitten,N,,Lemon shark,3188
1981.05.10,10-May-81,1981,Unprovoked,SOUTH AFRICA,Surfing,M,19,"No Injury, board bitten",N,14h45,"Raggedtooth shark, 2.5 m [8.25'] ",3187
1981.05.07,07-May-81,1981,Provoked,NAMIBIA,Finning the shark that bit him,M,,Lacerations PROVOKED INCIDENT,N,,,3186
1981.03.08,08-Mar-81,1981,Sea Disaster,BERMUDA,Foundering of the Israeli freighter Mezada,,,Next day 2 bodies recovered from sharks,N,,,3185
1981.05.05,05-May-81,1981,Unprovoked,SOUTH AFRICA,Surfing,M,24,"Left leg bitten, surgically amputated",N,09h00,"Tiger shark, 2.1 m [7']",3184
1981.03.25,25-Mar-81,1981,Unprovoked,USA,Standing / Wading,M,19,"Lacerations on calf, ankle & heel",N,15h00,"1.2 m to 1.5 m [4' to 5'] bull, sandbar or dusky shark",3183
1981.03.24,24-Mar-81,1981,Unprovoked,USA,Surfing,M,24,Puncture wounds on  right thigh,N,17h30,C. maculpinnis or C. limbatus,3182
1981.03.04,04-Mar-81,1981,Unprovoked,CHILE,Free diving Spearfishing,M,,Foot & ankle bitten,N,10h30,White shark,3181
1981.03.00,Mar-81,1981,Unprovoked,BRAZIL,Diving,,,,UNKNOWN,,White shark,3180
1981.02.19,19-Feb-81,1981,Unprovoked,SOUTH AFRICA,Swimming,M,30,Foot lacerated,N,17h20,Juvenile dusky or blacktip shark,3179
1981.02.16,16-Feb-81,1981,Unprovoked,AUSTRALIA,Exercising his dog in the shallows,M,,Puncture wounds to foot,N,,1 m hammerhead shark,3178
1981.02.07,07-Feb-81,1981,Unprovoked,AUSTRALIA,,,,No details,UNKNOWN,,,3177
1981.02.02,02-Feb-81,1981,Unprovoked,USA,Surfing,M,15,Lacerations & punctures in left calf & ankle,N,13h30,1.8 m to 2.4 m [6' to 8'] hammerhead shark,3176
1981.02.00,Feb-81,1981,Unprovoked,BRAZIL,Spearfishing,,,Left arm lacerated,N,,,3175
1981.01.30,30-Jan-81,1981,Unprovoked,USA,Commercial spearfishing,M,25,3 small punctures in scalp & ripped nostril,N,,Tiger shark,3174
1981.01.01,01-Jan-81,1981,Invalid,SOUTH AFRICA,Swimming,M,23,Probable drowning & scavenging,Y,,"Tiger shark, 1.5 m [5']k",3173
1981.00.00.b,1981,1981,Unprovoked,AUSTRALIA,Surf-skiing,M,27,"No injury, ski bitten",N,07h00,"Tiger shark, 2.5 m ",3172
1981.00.00.a,Summer of 1981,1981,Unprovoked,GREECE,"Free diving / spearfishing, ",M,,Minor injury,N,,,3171
1980.12.30,12-30-1980,1980,Unprovoked,SOUTH AFRICA,Paddleskiing,M,25,"No injury, paddleski bitten",N,17h15,3.5 m [11.5'] shark,3170
1980.12.26,26-Dec-80,1980,Invalid,SOUTH AFRICA,,,,Probable drowning & scavenging,Y,,,3169
1980.11.24,24-Nov-80,1980,Unprovoked,REUNION,Spearfishing,M,22,Bitten twice,N,15h00,1.8 m [6'] white shark,3168
1980.11.18,18-Nov-80,1980,Unprovoked,AUSTRALIA,Swimming,M,,"Right shoulder bitten, puncture wounds on chest & lacerations on his back",N,,,3167
1980.11.17,17-Nov-80,1980,Invalid,SOUTH AFRICA,Swimming,M,,Probable  drowning & scavenging,Y,,,3166
1980.11.11.,11-Nov-80,1980,Unprovoked,BRAZIL,Swimming,M,16,FATAL,Y,,,3165
1980.10.27,27-Oct-80,1980,Unprovoked,USA,Surfing,M,29,Thigh lacerated,N,15h45,4 m to 5 m [13' to 16.5'] white shark,3164
1980.10.17,17-Oct-80,1980,Unprovoked,USA,Surfing,M,19,No injury,N,09h30,4 m to 5 m [13' to 16.5'] white shark,3163
1980.08.22.R,Reported 22-Aug-1980,1980,Unprovoked,MEXICO,Diving in tuna net,M,22,FATAL,Y,,,3162
1980.08.10,10-Aug-80,1980,Unprovoked,USA,Wading,F,10,Bitten behind knee & lower leg,N,,,3161
1980.08.04,04-Aug-80,1980,Unprovoked,USA,Resting on body board,M,,Torso bitten,N,,"Tiger shark, 4.3 m [14'] ",3160
1980.07.26,26-Jul-80,1980,Unprovoked,SPAIN,Skin diving,M,,Thigh injured,N,,Blue shark,3159
1980.07.27,27-Jul-80,1980,Unprovoked,USA,Body surfing,M,15,Back bitten,N,15h00,,3158
1980.07.23,23-Jul-80,1980,Unprovoked,USA,Standing,F,22,"No injury, shark bit her bathing suit",N,Afternoon,4' to 8' shark,3157
1980.07.00,Late Jul-1980,1980,Unprovoked,USA,Surfing,M,,"No injury, bumped off board",N,,,3156
1980.07.00,Early Jul-1980,1980,Unprovoked,USA,Surfing,M,,Lower leg bitten,N,,,3155
1980.06.26,26-Jun-80,1980,Provoked,USA,Scuba diving,F,44,Laceration to lower leg   PROVOKED INCIDENT,N,,Blue shark,3154
1980.05.15,15-May-80,1980,Unprovoked,SOUTH AFRICA,Surfing,M,22,"No injury, board bitten",N,08h00,1.8 m [6'] shark,3153
1980.04.25,25-Apr-80,1980,Provoked,JAMAICA,Spearfishing,M,,Hand bitten by speared shark PROVOKED INCIDENT ,N,,,3152
1980.04.22,22-Apr-80,1980,Sea Disaster,PHILIPPINES,Sinking of the ferryboat      Don Juan,,,FATAL x 2,Y,Night,,3151
1980.04.00,Apr-80,1980,Unprovoked,MEXICO,Body surfing,F,13,Right calf bitten,N,Early afternoon,Tiger shark,3150
1980.03.29,29-Mar-80,1980,Unprovoked,SOUTH AFRICA,Free diving,M,52,FATAL,Y,,Tiger shark,3149
1980.03.28,28-Mar-80,1980,Unprovoked,BRAZIL,Swimming,M,,Right leg bitten,N,Afternoon,2 m shark,3148
1980.03.15,15-Mar-80,1980,Sea Disaster,PHILIPPINES,Sinking of the ferryboat Bongbong 1,F,,FATAL,Y,,,3147
1980.03.11,11-Mar-80,1980,Provoked,SOUTH AFRICA,Fishing,M,61,Leg lacerated by netted shark PROVOKED INCIDENT,N,,1.5 m [5'] hammerhead shark,3146
1980.01.31,31-Jan-80,1980,Unprovoked,SOUTH AFRICA,Body boarding,M,24,"Both hands & heel of left foot lacerated, right foot severed",N,14h45,"2.8 m [9'3""] white shark",3145
1980.01.25,25-Jan-80,1980,Unprovoked,KENYA,Spearfishing,M,29,Ankle & foot lacerated,N,,2.2 m shark,3144
1980.01.15,15-Jan-80,1980,Provoked,SOUTH AFRICA,Spearfishing,M,29,"No injury, rammed & catapulted from the water by shark after he shot at it & missed PROVOKED INCIDENT",N,05h00,"2 m [6'9""] Zambesi shark",3143
1980.01.13,13-Jan-80,1980,Unprovoked,SOUTH AFRICA,Swimming,M,,Abrasion,N,,Hammerhead shark,3142
1980.01.10,10-Jan-80,1980,Unprovoked,SOUTH AFRICA,Swimming,M,25,3 small punctures on arm,N,18h30,"Raggedtooth shark, 2 m [6'9""] ",3141
1980.01.05,05-Jan-80,1980,Unprovoked,CHILE,Hookah Diving,M,,FATAL  ,Y,11h00,White shark,3140
1980.00.00.d,Summer 1980,1980,Provoked,NORTH ATLANTIC OCEAN,Gaffing netted shark,M,34,Arm lacerated by gaffed shark PROVOKED INCIDENT,N,,1.8 m [6'] dogfish,3139
1980.00.00.c,1980s ,1980,Invalid,GREECE,Surfing,M,,Knee bitten,N,,Said to involve a white shark but shark involvement not confirmed,3138
1980.00.00.b,1980,1980,Invalid,SOUTH AFRICA,Spearfishing,M,20,No injury; shark made threat display and impaled itself on spear,N,Early afternoon,"2 m [6'9""] shark",3137
1980.00.00.a,1980s ,1980,Unprovoked,TONGA,Spearfishing,M,20s,Chest bitten,N,AM,,3136
1979.12.21,21-Dec-79,1979,Unprovoked,SOUTH AFRICA,Swimming,M,18,Shin lacerated,N,16h20,,3135
1979.12.00,05-Dec-79,1979,Invalid,PORTUGAL,Spearfishing,M,19,FATAL,Y,,White shark?,3134
1979.12.01, 01-Dec-1979,1979,Unprovoked,SOUTH CHINA SEA,Diving,M,32,Toothmarks on head & neck,N,,6' shark,3133
1979.11.27,27-Nov-79,1979,Unprovoked,USA,Surfing,M,20,Multiple major Injuries,N,10h20,"White shark, 4 m [13'] ",3132
1979.11.12,12-Nov-79,1979,Provoked,SOUTH AFRICA,Shark fishing,,,"No injury to occupants; hooked shark tore out part of transom, bit skeg of motor and snapped the steel trace PROVOKED INCIDENT",N,,"White shark, 5 m ",3131
1979.10.22,22-Oct-79,1979,Provoked,SOUTH AFRICA,Fishing,M,,Bitten below right knee by hooked shark pulled onboard skiboat PROVOKED INCIDENT,N,,"Raggedtooth shark, 50-kg [110-lb], 2 m [6.75'] gaffed ",3130
1979.09.14,14-Sep-79,1979,Unprovoked,AUSTRALIA,Scuba diving,M,18,Leg bitten,N,,"""a small shark""",3129
1979.08.28,28-Aug-79,1979,Unprovoked,HONG KONG,Freedom swimming,M,21,"Leg severed, FATAL",Y,,,3128
1979.08.26,26-Aug-79,1979,Unprovoked,HONG KONG,,M,16,FATAL,Y,,,3127
1979.08.05,05-Aug-79,1979,Unprovoked,USA,Kayaking,M,49,Lacerations to foot,N,,,3126
1979.08.03,03-Aug-79,1979,Unprovoked,THAILAND,Murdered by Thai pirates,M,,FATAL,Y,,,3125
1979.06.19,19-Jun-79,1979,Sea Disaster,USA,Floating with life preserver after his boat foundered,M,56,Lacerations to leg,N,Morning,,3124
1979.05.27,27-May-79,1979,Invalid,USA,Scuba diving,M,36,"FATAL, but shark involvement prior to death was not determined",Y,,,3123
1979.05.05,05-May-79,1979,Provoked,SOUTH AFRICA,Spearfishing,M,25,Shark rammed diver after he shot it in the head  PROVOKED INCIDENT,N,14h00,"White shark, 2.5 m [8.25']  ",3122
1979.05.03,03-May-79,1979,Unprovoked,SOUTH AFRICA,Scuba diving,M,,"FATAL (presumed), pieces of shark-bitten wetsuit washed ashore but no body was recovered",Y,>12h00,,3121
1979.05.00.c,May-79,1979,Unprovoked,NEW CALEDONIA,Fishing,,,"Thigh severely injured, survived",N,,,3120
1979.05.00.b,May-79,1979,Unprovoked,NEW CALEDONIA,,M,,FATAL,Y,,2 m shark,3119
1979.04.08.b,08-Apr-79,1979,Unprovoked,USA,Swimming,M,24,Right foot & ankle lacerated,N,13h20,,3118
1979.04.08.a,08-Apr-79,1979,Unprovoked,USA,Body surfing,M,8,Right foot bitten,N,10h30,,3117
1979.03.24,24-Mar-79,1979,Unprovoked,USA,Surfing,M,27,Foot & ankle bitten,N,11h30,Blacktip or spinner shark,3116
1979.03.11,11-Mar-79,1979,Unprovoked,USA,Scuba diving (submerged),M,,"No injury, swim fin bitten",N,10h00,"White shark, 4 m to 5 m [13' to 16.5'] ",3115
1979.03.01,01-Mar-79,1979,Boat,SOUTH AFRICA,,,,No Injury,N,,,3114
1979.03.00,Mar-79,1979,Unprovoked,NEW CALEDONIA,Spearfishing,M,,"Presumed FATAL, body not recovered",Y,,,3113
1979.02.21,21-Feb-79,1979,Unprovoked,SOUTH AFRICA,"Surfing, collided with shark",M,19,Punctures on left thigh,N,13h15,1.5 m to 2 m [5' to 6.75'] shark,3112
1979.00.00,1979,1979,Unprovoked,USA,Fishing,M,,"FATAL, disappeared while fishing from shore, divers recovered his hand",Y,,,3111
1978.12.29,29-Dec-78,1978,Unprovoked,AUSTRALIA,,M, ,Survived,N,,,3110
1978.12.12,12-Dec-78,1978,Unprovoked,SOUTH AFRICA,Spearfishing,M,23,"FATAL, legs bitten ",Y,16h45,"White shark, 2.3 m [7.5'], tooth fragment recovered",3109
1978.11.26,26-Nov-78,1978,Unprovoked,USA,Surfing,M,,Left arm bitten,N,,2.4 m [8'] shark,3108
1978.11.23,23-Nov-78,1978,Unprovoked,USA,Surfing,M,17,Hand lacerated,N,,,3107
1978.10.21,21-Oct-78,1978,Invalid,SOUTH AFRICA,Fishing,M,,Scavenged or FATAL (may have involved foul play),Y,Dusk,"Tiger shark, 3m ",3106
1978.09.27,27-Sep-78,1978,Unprovoked,SOUTH AFRICA,Spearfishing,M,27,"No injury, shark took his catch, then towed & pushed diver through the water ",N,16h00,"White shark, 3.7 m [12'] ",3105
1978.09.16,16-Sep-78,1978,Unprovoked,ITALY,Diving,M,,No injury,N,11h00,"White shark, 5 m [16.5'] ",3104
1978.09.02.R,Reported 02-Sep-1978,1978,Unprovoked,AUSTRALIA,Scuba diving for abalone,M,34,Several broken ribs,N,,15' shark,3103
1978.08.05,05-Aug-78,1978,Unprovoked,USA,Wading,M,,Punctures on leg (minor injury),N,12h45,"2 m [6'9""] shark",3102
1978.08.01.R,Reported 01-Aug-1978,1978,Unprovoked,USA,Floating on inner tube raft,M,27,Minor injury to ankle,N,,,3101
1978.07.27,27-Jul-78,1978,Sea Disaster,USA,"Explosion destroyed 28' boat, survivors in the water ",M,39,"No injury, his foot was bumped by a shark biting the body of a passenger that had drowned.",N,,,3100
1978.07.19,19-Jul-78,1978,Provoked,USA,Fishing,M,27,Laceration to leg by hooked shark  PROVOKED INCIDENT,N,,,3099
1978.06.21.b,21-Jun-78,1978,Unprovoked,USA,Surfing,M,20,Foot bitten,N,,,3098
1978.06.21.a,21-Jun-78,1978,Unprovoked,USA,Surfing,M,17,Foot nipped,N,,,3097
1978.06.07,07-Jun-78,1978,Invalid,ITALY,,,,"No injury, shark struck platform",N,,White shark,3096
1978.04.02.b,02-Apr-78,1978,Unprovoked,MARSHALL ISLANDS,Diving,M,25,Laceration to left hand,N,,,3095
1978.04.02.a,02-Apr-78,1978,Unprovoked,MARSHALL ISLANDS,Diving,M,23,Lacerations to right forearm ,N,,,3094
1978.04.00,Apr-1978`,1978,Unprovoked,AUSTRALIA,Scuba diving,M,,Thigh bitten,N,,"Sevengill shark, 2.4 m",3093
1978.03.05,05-Mar-78,1978,Boat,SOUTH AFRICA,,,,"No injury to occupants; shark rammed boat 4 times, bit engine & cracked the hull",N,,,3092
1978.02.28,28-Feb-78,1978,Unprovoked,SOUTH AFRICA,Fishing for mackerel,,,"Shark jumped in boat, but no injury to occupants",N,03h00,270 kg shark,3091
1978.02.19,19-Feb-78,1978,Unprovoked,SOUTH AFRICA,Diving,M,,"No injury, rammed by shark",N,,White shark,3090
1978.01.17,07-Jan-78,1978,Unprovoked,SOUTH AFRICA,Surfing,M,17,"Left leg, ankle & foot bitten",N,12h45,Thought to involve a blacktip shark,3089
1978.01.06,06-Jan-78,1978,Invalid,SOUTH AFRICA,,M,,"Human head recovered from shark’s gut, probable drowning / scavenging",Y,,"Tiger shark, 3 m [10']k",3088
1978.00.00.b,1978,1978,Unprovoked,USA,Surfing,F,,Foot bitten,N,,,3087
1978.00.00.a,1978,1978,Unprovoked,VANUATU,Swimming,F,,FATAL,Y,,,3086
1977.12.31,31-Dec-77,1977,Sea Disaster,USA,"Swimming, after single-engine aircraft went down in the sea",M,49,Feet lacerated,N,Night,,3085
1977.12.19.b,19-Dec-77,1977,Unprovoked,USA,Surfing,M,27,Laceration to right hand,N,,,3084
1977.12.19.a,19-Dec-77,1977,Unprovoked,SOUTH AFRICA,Surfing,M,18,"Both legs bitten, 2 days later gangrene necessitated surgical amputation of left leg at mid-thigh",N,10h00,"Tiger shark, 3 m [10']",3083
1977.12.00,Dec-77,1977,Boat,SOUTH AFRICA,Fishing for bottom fish,,,No injury to occupant: shark bit boat's port chine,N,,3 m [10'] white shark (Tooth  recovered from boat),3082
1977.11.12,12-Nov-77,1977,Provoked,SOUTH AFRICA,Standing,M,,Shark lacerated his hand when he grabbed it by the tail PROVOKED INCIDENT,N,,1.5 to 2 m [5' to 6.75'] shark,3081
1977.10.30,30-Oct-77,1977,Unprovoked,SOUTH AFRICA,Spearfishing,M,25,"No injury, shark bit speargun & pushed diver through the water",N,16h00,"White shark, 5 m [16.5'] ",3080
1977.08.31,31-Aug-77,1977,Unprovoked,AUSTRALIA,Surfing,M,17,"Board rammed &  bitten, left thigh lacerated",N,16h00,White shark,3079
1977.08.23,23-Aug-77,1977,Unprovoked,AUSTRALIA,Floating on an inflatable raft,M,25,"FATAL, left arm severed, legs bitten ",Y,,,3078
1977.08.19,19-Aug-77,1977,Boat,SOUTH AFRICA,Fishing,M,,"Shark leapt into boat, pinning Mamacos beneath and fracturing his pelvis, then trashed the boat rendering it inoperable",N,13h30,White shark,3077
1977.08.14,14-Aug-77,1977,Unprovoked,USA,Free diving for abalone (surfacing),M,20,Leg lacerated,N,11h45,"White shark, 5.5 m to 6 m [18' to 20']  ",3076
1977.08.05,05-Aug-77,1977,Invalid,USA,Wading,M,17,Lacerations to hip and leg,N,12h00,Shark involvement not confirmed,3075
1977.07.02,02-Jul-77,1977,Sea Disaster,USA,40' fishing boat sank,M,21,Laceration to right hand,N,Night,,3074
1977.06.26,26-Jun-77,1977,Provoked,USA,Spearfishing / Scuba diving,M,27,"PROVOKED INCIDENT    Diver poked shark with spear, then shark bit his right foot",N,Late afternoon,"Bull shark, 8",3073
1977.06.06,06-Jun-77,1977,Unprovoked,USA,Collecting fish from net,M,25,Lacerations to wrist,N,,"Bull shark, 4' to 5' ",3072
1977.05.26,26-May-77,1977,Boat,SOUTH AFRICA,Fishing for yellowtail,M,,Lombard's thigh was lacerated by shark that leapt into boat ,N,,"Mako shark, 2.3 m, 150-kg  ",3071
1977.05.16,16-May-77,1977,Invalid,AUSTRALIA,,M,,"Missing, believed taken by a shark",N,,,3070
1977.04.26,26-Apr-77,1977,Unprovoked,AUSTRALIA,,M,,Survived,N,,,3069
1977.04.21,21-Apr-77,1977,Unprovoked,USA,Swimming,M,,Arm bitten,N,,1.2 m [4'] shark,3068
1977.03.17,17-Mar-77,1977,Unprovoked,SOUTH AFRICA,Swimming,M,31,Right foot bitten,N,17h00,,3067
